[INFO]2023-02-12 03:52:56 | Connecting to the Camera...
[INFO]2023-02-12 18:45:24 | Slewing finished. Current coordinate (RA = 15.591, Dec = -50.659, Alt = 66.5, Az = 153.8)
[INFO]2023-02-12 18:45:24 | Changing filter... (Current : w400 To : 425)
[WARNING]2023-02-12 18:45:24 | 425 is not implemented in the filterwheel
[INFO]2023-02-12 18:45:50 | Connecting to the Filterwheel...
[INFO]2023-02-12 18:45:50 | Filterwheel connected
[INFO]2023-02-12 18:46:06 | Slewing to the coordinate (RA = 15.591, Dec = -50.659, Alt = 66.4, Az = 153.6)
[INFO]2023-02-12 18:46:06 | Slewing finished. Current coordinate (RA = 15.591, Dec = -50.659, Alt = 66.6, Az = 154.1)
[INFO]2023-02-12 18:46:06 | Changing filter... (Current : w400 To : w425)
[INFO]2023-02-12 18:46:09 | Filter changed (Current : w425)
[INFO]2023-02-12 18:46:09 | [LIGHT] Start exposure (exptime = 10.0)
[INFO]2023-02-12 18:46:19 | [LIGHT] Exposure finished (exptime = 10.0)
[INFO]2023-02-14 15:17:14 | Observer information setting compleated!
==================
   Observer = Hyeonho Choi
   Observatory = 7DT_01
   Latitude = -30.4725 deg
   Longitude = 289.2369 deg
   Elevation = 1525.0 m
   Timezone = America/Santiago
==================
[INFO]2023-02-14 15:20:50 | Observer information setting compleated!
==================
   Observer = Hyeonho Choi
   Observatory = 7DT_01
   Latitude = -30.4725 deg
   Longitude = 289.2369 deg
   Elevation = 1525.0 m
   Timezone = America/Santiago
==================
[INFO]2023-02-14 15:25:11 | Observer information setting compleated!
==================
   Observer = Hyeonho Choi
   Observatory = 7DT_01
   Latitude = -30.4725 deg
   Longitude = 289.2369 deg
   Elevation = 1525.0 m
   Timezone = America/Santiago
==================
[INFO]2023-02-14 15:25:39 | Observer information setting compleated!
==================
   Observer = Hyeonho Choi
   Observatory = 7DT_01
   Latitude = -30.4725 deg
   Longitude = 289.2369 deg
   Elevation = 1525.0 m
   Timezone = America/Santiago
==================
[INFO]2023-02-14 15:28:58 | Observer information setting compleated!
==================
   Observer = Hyeonho Choi
   Observatory = 7DT_01
   Latitude = -30.4725 deg
   Longitude = 289.2369 deg
   Elevation = 1525.0 m
   Timezone = America/Santiago
==================
[INFO]2023-02-14 15:44:15 | Observer information setting compleated!
==================
   Observer = Hyeonho Choi
   Observatory = 7DT_01
   Latitude = -30.4725 deg
   Longitude = 289.2369 deg
   Elevation = 1525.0 m
   Timezone = America/Santiago
==================
[INFO]2023-02-14 15:47:07 | Observer information setting compleated!
==================
   Observer = Hyeonho Choi
   Observatory = 7DT_01
   Latitude = -30.4725 deg
   Longitude = 289.2369 deg
   Elevation = 1525.0 m
   Timezone = America/Santiago
==================
[INFO]2023-02-15 15:31:40 | Connecting to the Filterwheel...
[INFO]2023-02-15 15:31:41 | Filterwheel connected
